tweet_id,Disease,Label,Text,Username
3989180712,Influenza,0,Episcopal Relief & Development                 Getting ready for flu season?  So are we:  http://bit.ly/19oskJ,EpiscopalRelief
4481224201,Influenza,0,@Ms_NuvO awww well get better tho we don't need no more ppl getting the flu,Asmooth21
4509058804,Influenza,0,Swine Flu Vaccine Priority For Businesses: The top concern for most U.S. business leaders is getting enough vac.. http://bit.ly/tajTm,fluvirus
3681145710,Influenza,0,"Researchers aim to stretch limited supply of flu vaccine. SAN JOSE, Calif. -- Worried there won't be enough of the  http://bit.ly/XNrZL",newsweb2x
3698015103,Influenza,0,"According to Channel 6 in Orlando, 61% of parents will NOT let their kids get the swine flu vaccine.  The word is getting out there.  YES!",ehdanyachter
3689147609,Influenza,0,"RT @Tims2cents: World Health Organization says in two years, 1/3 of the world's population will have swine flu. Be afraid. Be very afraid!",jrobertking
4736183610,Influenza,0,My roommate is getting a flu shot. This could get messy! Hes not too fond of them.,osuavi8
4706797509,Influenza,0,BIRD FLU NEWS Seasonal flu clinics in Montgomery Co. schools end (source: wtop.. http://tinyurl.com/y8bof7e follow warren today,warrenmichaels
4058119100,Influenza,0,"Flu Experts Gear up for Pandemic of Vaccine Worry: One million heart attacks, 700,000 strok.. http://bit.ly/Jmgvt
 http://bit.ly/1Y7RsT",parkybell
3711699710,Influenza,0,Case of H5N1 (Bird Flu) and H1N1 (Swine Flu) Co-infection Found in Egypt- http://www.ubalert.com/a/9452,ubalert
4397055905,Influenza,0,"Army Issues Hand Gel, Cough Orders In Flu Fight: Soldiers in boot camp are getting something new this year besi.. http://bit.ly/pPP6u",SLNewsFlash
4068699813,Influenza,0,Gold medal skater Kristi Yamaguchi joined us to talk about getting your kids immunized with the flu vaccination http://ow.ly/pQrJ,GoodDayOnAir
3886808401,Influenza,0,RT @Reneepaints What's the difference between Bird Flu & Swine Flu? For bird flu you need tweetment and for swine flu you need oinkment.,dpringle
4803950501,Influenza,0,Order Monavie Where to Get a Flu Shot Is Big Worry of Season: From telephone hotlines to vaccine d.. http://bit.ly/3klYxN,OrderMonavie
5357049002,Influenza,0,"Someone really has to get swine flu at my school, asap because I'm starting to get scared they will not shut them down!",PookiMonster
5356279401,Influenza,0,Brother-in-law says he's not getting flu vaccine and then immediately turns around and judges me because I said Peanut and I may not. WTF?,LactatingGirl
5355148201,Influenza,0,"So my brother just chased me around the house with vitamin D and C to ""protect"" me from swine flu. This is getting a little out of hand",annacrisolago
4800271703,Influenza,0,"Thought I had made up my mind on NOT getting kids flu shots, but my stepdad is a peadiatrician and told me I'm nuts not to.What to do?",lisaarmstrong88
3737309610,Influenza,0,Photo: Swine Flu vs. Bird Flu vs. Zombie Flu!!! via DeadDog. http://tumblr.com/xvt2yic6e,marcusrt
4153542014,Influenza,0,"@RoseyMainvein on plus side I won't get ill from yukky students spreading germs but on minus side, worried about stories from last flu shot",veggieg3ek
4391009400,Influenza,0,"#swineflu #h1n1 Kuwait: Parents of schoolchildren concerned over swine flu - Zaw.. http://bit.ly/mFBUH
 #pandemic #news",Fluffy_A_Bunny
4375819300,Influenza,0,"RT:  @josecastillo A 22 yr old died from the swine flu after delaying treatment; uninsured and ""worried about the cost."" http://tr.im/zJow",Charlesshoe
5986140306,Influenza,1,@saracrow Luck luck. I got mine Friday.  My arm wasn't as sore as years past.  Either I'm getting stronger or the flu is getting weaker.,BoyceDan
5984946706,Influenza,1,The swine flu is the only thing Calipari is worried about in Cancun - http://tinyurl.com/yereux6 #kentuckywildcats,wildcat_world
5235366113,Influenza,1,"Hopefully getting the seasonal flu shot today if it hasn't run out this time, then rehearsal with Big East as the Who for Halloween.",Justin_Emile
5926297601,Influenza,1,"don't worry it's not swine flu, i already got the shot against it like 3 weeks ago.",tuesdayx
5234564007,Influenza,1,"Trying to decide whether or not to get the H1N1 flu vaccine today....Worried it might make me sick, worried I might get sick without it.",brandWendy
5923839812,Influenza,1,Just returned from the Doctors. They clearly were thinking I had swine flu.. I actually have bronchitis.,behere_now
5233811803,Influenza,1,"RT @AdamWSYX6: Getting my seasonal flu shot today, first one ever. And going in early for H1N1 clinic story.  Expect lines.",wsyx6
5233273713,Influenza,1,"thank you everyone who responded to the poll! apparently, the majority is not planning on getting the H1N1 flu shot.",ksavelyeva
5908424206,Influenza,1,"is down with a cold. To be clear, I was already feeling sick before getting the H1N1 and seasonal flu shots.",paulradcliffe
5894317109,Influenza,1,Getting my h1n1 vaccine today. No swine flu for me!,Bell27560
5222406214,Influenza,1,is unsure about all this talk of vaccinations... def NOT getting the flu one,hot_mess_jess
5221186800,Influenza,1,not feeling the greatest thinking i should call the doc tomorrow  it is not the flu don't worrie,bug1979
5221168513,Influenza,1,I was just evaluated... Next I will get the Swine Flu test! I'm scared. = /,imjoshuaclark
5220739007,Influenza,1,"So for those who are worried about Swine Flu vaccine, I took mine today and feel no side effects at all. If I die I will send you a tweet.",realreporter
5219476705,Influenza,1,getting my swine flu (H1N1 for you scientific folk) immunization tomorrow,greghills
5219203507,Influenza,1,@DonnieWahlberg Are you getting your Swine flu shot? I can't decide what to do for me and my boys.,ValleyGirl1976
5214407106,Influenza,1,My mom (wkng @ flu clinic) is sending more info re:H1N1 vaccine tonite... we are leaning towards getting it.  Feedback re: your decisions?,RadioRedHead
5878991313,Influenza,1,"My arm is back to normal after getting the flu shot. For a lil bit, I thought I was going resident evil.",helloedchen
5878195711,Influenza,1,Parents should not fear intranasal flu vaccine. http://ow.ly/Dqt4,4HarvestMoon
5876111301,Influenza,1,Discovered the Newton Library today while getting flu shots for Sofie ... now back to the deck!,wernergeyer
5876040709,Influenza,1,Sat next to Napolean Dynamite in line to get flu shot. Gosh! A little boy's only concern is if McDonald's will be open when we're done.,mariacalabrese
4136789004,Influenza,1,"Okay, the movie I was at, so many people were coughing. I'm afraid I'm going to catch a flu, then I can't go to the frightdome in 2 weeks :(",KirsMoore
5870927213,Influenza,1,"Score! Getting the swine flu shot tmrw for me, tommy and jack..",celser15
5209732306,Influenza,1,got my flu shot. tomorrow getting the h1n1 shot!,greghills
5205575206,Influenza,1,"is getting sprung today :) flu neg, but has to start antibx. feeling better & can't wait to get home. thank you Lord!",KirstinRN
5203000803,Influenza,1,No one is in the office because they're all getting flu shots. I'm going to Mexico on Friday and am the only one not getting one. Huh,allisonsh
5850582214,Influenza,1,7 Darn Good Reasons You Need Not Fear the Swine Flu: http://sn.im/tartp (via @ChrisCade),fredshadian
5844685800,Influenza,1,Sitting with the Twitter bird thinking about swine flu.,timemademusic
5201362610,Influenza,1,"trying to hunt down local flu-shot clinic - wow, it's just not out there yet, is it? makes me nervous, cuz I've gotten flu in early-Nov b4.",honeybee33
5197024500,Influenza,1,I'm worried about the H1Nword flu.,unfamous
4649338814,Influenza,1,im getting a flu shot tomorrow at work.. its like planning ahead of time to be sick. tminus mmmm 3 days,IamMissErin
5193057506,Influenza,1,Flu season is getting closer.  Flu shots will be given.  Sore arms go along with the prevention of the flu.,randallacarter
5192907200,Influenza,1,@Viviana_ No prob. Being sick is awful. Hopefully you are not having an allergic reaction from that flu shot. Are you getting the H1N1 too?,unseperatedtwin
4351297602,Influenza,1,Think I wld get extra credit in my Health policy class for getting arrested trying to get the flu shot?,SLevineDC
5192017210,Influenza,1,feeling like death... had my swine flu shoots yesterday and now feel worse than ever! wtf! thinking bed sounds perfect right about now.,Saraaah28
4646151808,Influenza,1,got my flu shot ..but getting sick..boo boo!!! ... http://lnk.ms/1M1LL,psyduck1984
5191775303,Influenza,1,"Hopefully it is a virus that will pass quickly! They've ruled out RSV, pneumonia & regular flu. Those are the 3 I was really worried about.",beatccorg
4347695306,Influenza,1,RT @PriceDoc Heart patients who catch the flu have more to worry about s http://ow.ly/qPXp &lt;- my 6 yr old sever pulm. valve regurg and RVH,DrJenGunter
5184759810,Influenza,1,"RT @mercola:AVOID GETTING FLU by NOT smoking. It dries out nasal passages & paralyzes cilia,the small hairs that helps.. http://bit.ly/L53Gx",pencilpost
5811780706,Influenza,1,"@iEmelem He has a respiratory thing, but no fever. So I'm thinking it's his asthma, not flu. Thanks for the good thoughts.",semayer
5729914705,Influenza,1,man i was gonna go to a party but no i had to get sick DAMN!!!!!!!! and i'm scared i might get the swine flu,sntixgod
5725722505,Influenza,1,I'm terrified of swine flu. I'm giving elbow fives. Any thoughts?,themelbower
5175698310,Influenza,1,Hiding from code enforcement. Nap and getting checked out for the pig flu http://myloc.me/1ctf5,ElizzyG
5174711313,Influenza,1,@woobydooby  I feel bad for he but i agree w/ you. There just seems to be more to the story. I hope ppl aren't afraid to get flu shot now,Joey_T
5720871406,Influenza,1,"lately i've been thinking about lying in the hospital with swine flu, seriously ill. the idea's fascinating. i don't want to die but yeah.",jogurtti
5716461906,Influenza,1,Swine Flu Fear Syndrome: This post is more or less in direct opposition to Bakhrom&#8217;s post on Swine Flu.  .. http://bit.ly/LD9HX,neweurasia
5715817604,Influenza,1,Haha! I'd be nervous. RT @bestieverdid: @KOttavio Isn't he afraid of catching the flu from all those kids? Or is Santa magically immune?,KOttavioKent
5714524207,Influenza,1,Johnny Bench refused to shake any hands at the MAB show because he said he was worried about swine flu.,JamesRyanJ
5713314803,Influenza,1,I am getting a cold.. hope that it is not that dreaded flu... no time in my  life for that.. will take nasal salt treatments  and vit C,changingastory
5709778914,Influenza,1,At a clinical laboratory getting ready for the flu test and blood work...with my developmental psychology book studying for Monday's test.,michellelooss
5706666709,Influenza,1,Seems Gabor is getting well-prepared for Podcrawl next weekend. RT @gaborelectric: Swine flu jab this morning.,suffolkandcool
5704574209,Influenza,1,"@matthewlock thanks!  hopefully it should be okay - the main concern people have is swine flu, but am hoping it will be fine.",ahmedre
5150635114,Influenza,1,Not getting the H1N1 vaccine can help pass the flu on to people like this: http://is.gd/4B4eG #fb,4zim
5692723907,Influenza,1,"RT @arseylayer: mad cow, bird flu, swine flu...it's bloody FARMAGEDDON",frootis
5690768500,Influenza,1,"I really don't like getting ""Focus on the Flu"" emails from my work, when all I want is my flu shot. They dropped the ball on this one!",MeganHealey
5688712807,Influenza,1,SO THE TOPIC OF THE DAY WILL BE WHAT DO U GUYS THINK ABOUT THE SWINE FLU SHOT?? AND WILL U BE GETTING URS AND WHY OR WHY NOT?? HIT ME UP,jazmin_lauren
5688228910,Influenza,1,"RT @naominiles: RT @amyhoy: who would be afraid of it, if it were called ""the bacon flu""? mmm, bacon.",KempEquine
5685374508,Influenza,1,"RT @mediaeye:1 in 4 people will die from cancer, but 1 in 8,000,000 will die from swine flu. I think I will worry about cancer than a flu!",ckg122
5143703509,Influenza,1,Obama declaring the 2009 H1N1 swine flu a national emergency has got me a bit worried...,damania
5681602204,Influenza,1,Getting my h1n1 shot. Cant find seasonal flu shot anywhere! Unbelievable!,youvegotamy
5138536410,Influenza,1,lots of flu clinics got swarmed today here in southbay. i dont procrastinate abt getting mine so i got it earlier this month,teng__
5136820110,Influenza,1,How many people are getting the flu while waiting in the rain for the shot?,GregJPete
5662235511,Influenza,1,I'm getting my swine flu shot. No swine for me,AnnaMorgause
5133857211,Influenza,1,Got our flu shots today. My hubby is terrified of needles and was surprised how easy it went. Kids turn is on Tuesday.,thebabymamas
5132166305,Influenza,1,RT @photo_b: http://twitpic.com/msgow - yeeaaaa =]&lt;~~~ bird flu !!,husani_asscher
5131971906,Influenza,1,Waiting in the 1st Covenant Church parking lot for mumma. She's getting her flu shot inside to protect baby.,MrStauf
5659421208,Influenza,1,ah just woke my whole body hurts i am never getting the flu shot again,Alexzandria09
5657617110,Influenza,1,Everyone in my family is getting sick! ugh. getting the swine flu shot tomorrow... then spendin a couple days with  ... http://lnk.ms/30Cn6,blondieirene
5129388409,Influenza,1,Scared of pig flu digging out my bubble 2 live in,MmhmBeer
5127244605,Influenza,1,I'm at Walgreens getting the flu shot!  I will not got sick this fall/winter!   Just waiting to get needle.   http://myloc.me/1aHAp,ntylion92
5649233214,Influenza,1,Thinking we are lucky to live in a country where the biggest public health crisis is what amounts to a mild flu for most people.,loislane99
5648617411,Influenza,1,"hahaha RT @eniac: Swine flu concern - I’m not really concerned about swine flu.. Here’s my concern. 3 years ago, http://tumblr.com/xsa3zr3w3",adriatalk
5648506314,Influenza,1,"@hollywoodrose 4000 deaths where? 250,000 die every year from seasonal flu, I'm not worried about H1N1 yet. lol",sammipunk
5125333304,Influenza,1,sitting in the doctors office with kids getting their flu shots,amerri31
5638748310,Influenza,1,My 6yo got his Flu and H1N1 vaccines today! I was highly reluctant to getting the H1N1 vaccine due to not enough research out on it.,MochaMom365
5633144500,Influenza,1,so does getting a flu shot make you really tired? because i am exhausted! donezo for the day!,kteb
5630800002,Influenza,1,Getting ready to go home after a week of dogding swin flu and meating people and a some job inteviews.,tommyka
5629907606,Influenza,1,I'm tired hearing about the swine flu. Can we bring the bird flu back in it's place? That was an exciting flu.,satisfythecrave
5628300406,Influenza,1,"Now that everyone washes their hands so religiously to ward off swine flu, I can finally lick the subway poles without fear.",JasCochran
4166862704,Influenza,1,@cocolee117 I'm wearing mask 2day 2. Don't worry sweetie. 保持好心情最重要哦，加油加油，我们一起战胜flu！！！,Poppyxr
5114961513,Influenza,1,"Fuck you, swine flu. - w4m (Chicago) 20yr: I just can't stop thinking about you. If you didn't have H1N.. http://bit.ly/3KLvib
 #misdme",CHIW4M
5626079705,Influenza,1,"Thinking about bailing out of work early and get some much needed down time not feeling good though,better not be no stinking swine flu",patrickgavaghan
5110115911,Influenza,1,*wince* i HOPE its not! =(RT @rainbowbtrfly: @LorenaxCampos @auroradusk Our concern is swine flu...,dawntabulous
5110097504,Influenza,1,being someone who never gets the flu shot... I'm nervous about http://www.viha.ca/h1n1/public/vaccine.htm but am high risk?!?!,erinwallis
5625095207,Influenza,1,is swine flu getting more n more serious?,Jenny617
5623877309,Influenza,1,"@Cazabellaroo Argh swine flu! So getting my vaccine now! Hope you feel better soon oh wonderful one, sending you lots of healing love! &lt;3",NatalieAL
5623474807,Influenza,1,And made Little Man's 2 yr doc appointment. Got both kids in for the flu shot...only both are getting H1N1 & Hopkins is out of seasonal,BaltHousewife
3823793105,Influenza,1,"@emmward I had the cold chills Thursday night, but I'm thinking now it wasn't the flu. Just like a three-day thing.",magentatardis
5618708309,Influenza,1,Ped office finally has h1n1 shots in. Why does the thought of getting them still make me nervous? Not that them getting swine flu doesn't.,michellew_
5611118514,Influenza,1,Well nothing terrible has happened to me yet since getting both flu shots this afternoon.,deniseminge
5610411909,Influenza,1,@gelleruri WOW!  Aren't you afraid of catching the H1 N1 flu after shaking all those hands?  Hope all is well Uri. :),Tom_Riddell
3947433501,Influenza,1,Scared To Death About This Swine Flu!? - http://tinyurl.com/n6rb5f,PigFluVaccine
5098401806,Influenza,1,"my dad, so happy to be getting a flu shot yesterday http://sml.vg/WNs3SY",JaneCAllen
5095129501,Influenza,1,Just curious?? Are u getting the swine flu vaccine? #fox5,ShawnYancy
5090078801,Influenza,1,"Are you more afraid of 'swine' flu or the H1N1 vaccine?, http://bit.ly/VEjCE",votingcentral
5089741007,Influenza,1,"@Podchef Being happy is like swine flu, if you stick around someone who has it chances are you're getting  it too!!",ChartreuseFox
5089044912,Influenza,1,"RT I'm getting a Swine flu shot soon, dads going to thailand in two days...Lets get FUCKED UP...lol ... http:.. http://bit.ly/3hK18i",trackerdads
5085013313,Influenza,1,@tear96 someone has a 6% chance of getting the swine flu,gregular
5590845113,Influenza,1,"Lebak, Banten ::: Bird flu outbreak in several villages. Bird flu infected chickens disposed to irrigation cana.. http://bit.ly/1vsVhA",infoflu
4655350605,Influenza,1,SO TRUE!  RT @HarrisonHand: Fear feeds illness. Don't let flu hysteria make you sick.,GlutenFreeDee
5083124814,Influenza,1,@GottaLaff I feel bad for her but i wonder if her husband stopped her from getting the flu shot because he didnt trust that kenyan Obama,T1theinfamous
5082364611,Influenza,1,Never thought I would tell my KID but all the other kids are doing it.Talkin bout getting a flu shot at school 2morrow that she doesnt want,damitman
5082307908,Influenza,1,Relieved that Jack finally got a flu shot. He's scheduled for H1N1 next week...are you other mamas getting the H1N1 for your babies?,cMjstewart
5080647813,Influenza,1,I HATE being a paranoid person sometimes. All I keep thinking about right now is 'hope I don't have the swine flu'.,ogkpopstan98
5080124002,Influenza,1,oh i dont feel good i think im getting a cold I DONT HAVE SWINE FLU @ReginaCSmith before you freak out...cause ik you,scowlcity
5079944004,Influenza,1,@mrsglutenfree Problem w/catching the flu is it can trigger a full-blown disease flare.  Not worth the risk of NOT getting the shot IMHO.,SuburbanChicken
5076682906,Influenza,1,Getting a Flu Shot. Yeah!,MrAl_P
5076427307,Influenza,1,At The Mollen clinic getting my flu shot.  I wonder if it's on #foursquare,TheFabulousOne
5585393600,Influenza,1,And I woke up this morning why I had a sore throat and felt I was getting a cold. Then I remembered the damn flu jab!,DAGreenslade
5071785414,Influenza,1,Hope everyone is getting well! School closed for flu for Thursday/ Friday.,mryavor
3817310901,Influenza,1,My favorite Urgent Care at Lithia Pinecrest ans Bloomingdale in Valrico has $15 flu shot. Looks to be a long season. I am getting mine asap,TammySellsTampa
5066757811,Influenza,1,ceralovesyouuu :) kids are fussy this morning.... getting flu shots today...oh joy ... http://lnk.ms/2TnZ4,Melodi03
5062998503,Influenza,1,"It's not that babies are more infectious it's that they can't be immunized and could die, the CDC doesn't want their caregivers getting flu",mactavish
2082167302,Influenza,1,"Great! My whole family is worried about me having the swine flu! Way to make me worry famgy (yes, I meant to say famgy instead of family)",FragDVixXen
2079621803,Influenza,1,just heard odd crackling sounds in yard; went out to find Buddy making a meal out of a dead bird :( He's such an animal. No bird flu please!,ondinealegra
5520728400,Influenza,1,Passing legislation is easy compared to getting either kind of flu vaccine to Kentucky. Yet Congress probably believes it is useful.,schley73
5048957107,Influenza,1,"@ginidietrich Thinking cold. Record-setting night of sleep last night - nearly 12 hours!! Confident its not the flu, tho!",NatSlavin
5048947601,Influenza,1,"@KyleRichards18 Don't worry about it!! Its just a chest cold. Apparently the regular flu is way worse, that's what every1 who's had it says!",alitlstrawberry
4770967306,Influenza,1,"yeah, i'll worry about swine flu. When pigs fly!
oh, wait......",jonostrandwich
5047961002,Influenza,1,i haven't had the flu in over a decade...but i'm gettin worried this will be my year,kameezy
3999936100,Influenza,1,people still fear swine flu http://bit.ly/1CTurk,daniao
5047424811,Influenza,1,Getting a flu shot in a bit. Hope I stay healthy thruout this season.,ChrisLeePiano
5042309010,Influenza,1,@sup_ashley i think i am getting my flu shot today too,getlowtaylor
5495137908,Influenza,1,"So i&#39;m thinking that it not the flu, just the same stomache issues I have been dealing with for like a week now... Can I have one day wh",capricedean
5487564214,Influenza,1,Fcukin swine flu :( I'm scared as hell and my hands are pink for washing them all the time. And I don't even have it yet!,zeeto0
4472636113,Influenza,1,"@serrot uhm, not getting the flu? also ilthe baby lotion you left me tbh",biblio_phile
5484222306,Influenza,1,At Dr.'s getting flu shot. They are out of H1N1 though so I get to come back:(,PghSportsGuy
5483209012,Influenza,1,"@MaryIrene LLC too & seasonal flu nasal.  Not thrilled about either, but nervous not to. Dr. said seasonal expected 2b worse than H1N1",tostina
5480809814,Influenza,1,*iTs EaRlY...iM sAd Im NoT aT ThE yAnKeE pArAdE n StUcK iN sTuPiD loSt WaGeS (lAs VeGaS) aNd My KiDs ArE gEtTiNg ThEiR fLu aNd h1N1 sHoTs To,nygurlinlv
5480548608,Influenza,1,@vernlives I'm flu-free. I'm thinking it's because I've only been in contact with 3 people since I came back from Toronto. #getthefoffmylawn,athenaph
5479141814,Influenza,1,"TIME actually put ""I Can Has Swine Flu?"" in the name of their article about a cat getting swine flu. I love them so much more now!",secretanarchist
4513968907,Influenza,1,LA Fair with @dmonroy! I'm going to try not to touch anything w my hands for fear of swine flu.,gwenolabar
5476526505,Influenza,1,"RT @OrganicLife RT @sarahJ26: instead of getting vaccinated, we're getting pigs. #h1n1 #health #flu",kellytruths
5476007911,Influenza,1,HAHA XD RT @sandmaxprime Wolf: Ill huff and puff n blow ur house down. Pig: i'll sneeze on u *Wolf runs away scared of gettin the flu* #lol,ClaudiiaK
5464995210,Influenza,1,"Dad: ""Don't expose yourself to cold. Do your work and come back home. Buy masks and don't go in crowds. Swine flu is not getting better""",Rehanana
5464934414,Influenza,1,Least its def not swine flu... But i think internal infection is riskier :/ im acc terrified i HATE being sick i NEVER get sick :(,Chlooeee_
5458584302,Influenza,1,"Don't let me scare anyone who's been around me. I don't like doctors for personal reasons, not fear. No confirmed swine flu....",mbwindlow
5458269413,Influenza,1,Getting seasonal flu and H1N1 vaccines tomorrow. Hope they don't run out.,aspenmayer
5453917601,Influenza,1,"On hearing about the threat of Bird ‘Flu, Mr Bush had to be prevented from bombing the Canary Islands #FizzyArchive",FizzyDuck
5451856405,Influenza,1,"DAMN!!.... ALL DIS FLU VIRUSES..HP1 VIRUSES, FLU VIRUSES...SHIT! IM DAMN NEAR SCARED TO LEAVE DA HOUSE!!",J_CO___
5447715108,Influenza,1,"@amfix your lead news is the ersatz ""election fallout""? Troops getting flu shots and Valerie Jarrett? If we wanted fluff we'd watch ""Today""",KimbrlyKrautter
5443067007,Influenza,1,"If you fear the flu, then take precautions. There's a bunch of info on fed sites.",ArizonaRocksMe
5438968613,Influenza,1,sis came down with a fever after getting flu shot and is having blood transfusion,bubbnubb
4726525901,Influenza,1,Flu shots or flu parties? http://tr.im/swinefluparties Yuck getting sick!,CelebrityBEE
5435767712,Influenza,1,"Thought the flu shot was supposed to PREVENT the flu. I was feeling fine b4 getting the shot this week. Now, not so much.",reneefishman
5431314601,Influenza,1,Getting tired about people exaggerating about the cold I have. I really don't think its swine flu.,weyaa_a
5429762201,Influenza,1,is all of a sudden worried about catching the swine flu at the very wrong time this month :O(,maresonita
5429308714,Influenza,1,StackExchange: Are you getting the Swine Flu Vaccination?  Yes or No? - http://stackexchangesites.com/aFj,stackexchange_
5429285305,Influenza,1,3 women on my train returning from matinee of Sister Act. They sat front row and fear 'spitting' of singers may have given them swine flu.,vincentfranklin
5426888207,Influenza,1,Oh just great. First Mexico and now Ukraine. Which flu will this be? Feline flu? Bird Flu Part II? Or SARS on a comeback?,blankwalls
4050162603,Influenza,1,"@Twitter_Tips go tweet go!! Safety first, think smart..them bird flu are relentless meanies!! http://myloc.me/FmX2",MelonieBoring
5409734603,Influenza,1,I am getting over a cold....at least I think it is a cold. No fever. I sure hope it isn't the H1p2 or H4Q7 or whatever that pig flu is. :-D,charliefass
5409585200,Influenza,1,I'm starting to feel better - PTL! I've eaten so much garlic though that I'm surprised it hasn't scared my hubby away along with the flu ;),hishappywife
4524676202,Influenza,1,Getting a flu shot!,sarahheppell
5406456807,Influenza,1,@P_En i think its because everyone is getting the flu shot about this time of year so yeah my IMMUNITY sucks too!!,beautifultoyou2
5400907610,Influenza,1,@Sundry I'm getting the same treatment from my pediatrician. Good times. Until the FLU infects and life becomes Hell. No Xmas card for them.,powdereddonuts
5400113703,Influenza,1,#moronail [ People worried about swine flu. ] http://bit.ly/2oqZan,thewebcomics
5399496504,Influenza,1,"At the health dep. Getting h1n1 flu shots for my girls. Too bad I am in a red state, adult males don't get vaccinated.",samsimoes
5397124702,Influenza,1,"Hand sanitizer does help prevent the flu from getting in your body, but hand-washing is far more effective.",wdam
5397114205,Influenza,1,"So tired of all these hypochondriacs freaking out about the swine flu. I mean, seriously...I work at a germ factory...still not worried.",ASLT8
5395097700,Influenza,1,Getting my swine flu shot.. This line is long and I am cold.,MSandilands89
5393378012,Influenza,1,Flu Shot today. Upside: only 10 minute wait @ (public) GP's office. Downside: arm already getting sore.,mrpommer
5392868214,Influenza,1,Sid the Science Kid had an episode on the importance of getting your flu shot today.  It's my new favorite cartoon.,cgstrother
5384204805,Influenza,1,"@angryaussie Annual deaths from regular flu are between 250,000-500,000. How many died of swine flu? Bullshit fear. http://bit.ly/aHJDr",sorin
4398930506,Influenza,1,"rt : MariKurisato  : You know, had they called it bacon flu, we might have all felt a great deal less alarmed.",CoonCatt
5377670201,Influenza,1,"@Valerie4012 Yep, but Savannah hasn't had any yet. Getting her immune system through flu season first.",give_me_a_latte
5376898302,Influenza,1,Augh! I tried to get my flu shot today but found out they've closed all of them to put new rules for getting them! I was so frustrated!!!,impulsivekat
5373975503,Influenza,1,A high school friend passes away from the flu and a few of my friends won't attend the funeral because they fear catching it. Argh. :(,allthingsnoisy
5372120205,Influenza,1,"Yikes! never considered this. If this swine flu fiasco is a foreshadowing of how government will handle healthcare, I fear we're in trouble.",Devas_T
5372071413,Influenza,1,RT @daveshackleford: Wow. For those of you SCARED about #H1N1: Get a life. It's the damn FLU. Why are we so worried? Pathetic.,B_Greenwood
5371231907,Influenza,1,Just called my dr. to inquire about getting a flu shot. Nurse told me I have to come in tomorrow or forget it. After tomorrow they're out.,pastorkginyard
5370482009,Influenza,1,I'm sick wich totally sucks ! dont worry its not the swine flu or any flu its just a regular cold!,Kate2013
5369807313,Influenza,1,"I'm a little but scared of the swine flu, because it seems like everyone around gets ill... Me either",Stadtaeffchen
5357564306,Influenza,1,"Is anyone planning on getting the swine flu vaccine??
-justin",justincritz
5357028801,Influenza,1,Okay so question? I am really scared about that H1N1 bc all these confusing stories. you would be really sick right. kinda like the flu,KimmieKiss
5349082107,Influenza,1,"@LieselotteDolly ugh dammit i dont want the flu, but no way am i getting a shot &gt;&lt; *shudders* i'll go if i'm not better tomorrow",vibrant_violet
