tweet_id,Label,Text
5232314908,3,Sore throat and a runny nose... think I'm getting sick! This isn't supposed to happen when I get the flu shot!
5916662502,3,My flu is NOT going away!!!!! Its NOT even getting any better!!! I feel awful :(
5916059500,3,I have a cold and a fever and swine flu is getting a little too close to home for my liking.
5915722210,3,"Meanwhile, I sat home alone worried and still trying to recover from my bout with the flu. fml"
5915242910,3,Getting over the shortest bout of flu ever
4317760800,2,"Recovering from possible flu - I'm so behind the times, it was probably Bird Flu."
4317760800,2,"Recovering from possible flu - I'm so behind the times, it was probably Bird Flu."
4317760800,3,"Recovering from possible flu - I'm so behind the times, it was probably Bird Flu."
4317760800,3,"Recovering from possible flu - I'm so behind the times, it was probably Bird Flu."
5912340611,3,"@MarisaMir Chemo day, plus getting fitted for radiation masks now, ugh. I have been pretty sick though lately with flu and fevers too. Yuck!"
5909190502,3,I hope this isn't the pig flu. Two and half days in bed and still no real signs of truely getting better :(
5908424206,3,"is down with a cold. To be clear, I was already feeling sick before getting the H1N1 and seasonal flu shots."
5908210907,3,"@Indianadelae last time I felt like I was getting the flu, I felt bad for a day, then woke up fine the next.  Hoping that happens again!!!"
5229704707,2,"H1N1 flu is RAMPANT in Nagasaki. Holy crap. 70 kids at friend's school got it. I'm legit worried, esp since I got a fever/throat probs..."
5227919214,3,My throat has that horrible half sore feeling like when you're getting sick. NO FLU!!
5905662005,2,@chrispirillo bird flu I guess
5903014014,3,this flu is getting worst :(
5900297914,2,"@SiHawkings You like Christmas then? I'll send positive energy your way :) It seems like I'm finally getting rid of flu and bronchitis, YAY!"
5225053106,3,I think Im getting flu soon.
5894317109,3,Getting my h1n1 vaccine today. No swine flu for me!
5224193408,2,"@stephenfry Hope all went well last night and Mark recovers from Swine flu, dont worry it only lasts a weeeeeeeeek (piggy squeal)x"
5222838706,3,muh. if I am getting sick and it's not swine flu I am going to be SO PISSED.
5222406214,2,is unsure about all this talk of vaccinations... def NOT getting the flu one
5890535102,2,"@clairebeeler She was getting off the potty and fell face first into the step stool!  It is CRAZY BAD this morning, YIKES!  & J has the flu!"
5885442313,3,@SarahMaginnis yes. Both my girls have already had it and it was very mild - just a high temp for 1-2 days. Would be worried if flu....
5221186800,3,not feeling the greatest thinking i should call the doc tomorrow  it is not the flu don't worrie
5221168513,3,I was just evaluated... Next I will get the Swine Flu test! I'm scared. = /
5221016506,3,"feels like crap, think im getting sick, hope its just the flu and nothing more..."
5220739007,2,"So for those who are worried about Swine Flu vaccine, I took mine today and feel no side effects at all. If I die I will send you a tweet."
5219671900,3,Fuck this better not be pneumonia!! I'm just getting over the swine flu!! I hate you Brandon!
5219649114,3,"@perlmunger All the cool kids are getting swine flu, but according to the resident Dr. Mom I only have regular flu. Missing all you NScoders"
5219633708,3,"Getting over the worse part of a flu virus, going to bed.  Not sure if I'll be going to school tomorrow or not."
5219476705,3,getting my swine flu (H1N1 for you scientific folk) immunization tomorrow
5219382113,3,"I dont feel great, hope im not getting the flu."
5219203507,3,@DonnieWahlberg Are you getting your Swine flu shot? I can't decide what to do for me and my boys.
5216391810,3,"sitting on the couch, watching ""It's the Great Pumpkin Charlie Brown,"" afraid I have flu-like symptoms."
5214794707,2,The woman who rang me up for my cough medicine said she just was getting over the flu and then sneezed. Looks promising...
5214407106,2,My mom (wkng @ flu clinic) is sending more info re:H1N1 vaccine tonite... we are leaning towards getting it.  Feedback re: your decisions?
5214120105,3,@HOZAY88 I just got your text...I am just getting this stupid flu thingy going around...if I feel good...I will be there!!!
5213099212,3,the flu sucks...i recommend not getting it.
5212733014,3,@endlessprattle Is your workplace really quiet?The hospital was quiet but we're actually getting people with swine flu admitted.Getting bad.
5880114206,3,Going to bed thinking of how much #ihatethestampeders ..... and the flu
5879913510,3,"My Nose is getting blushy red its because of u the huge ""FLU"""
5879896806,3,Think the swine flu is getting me back for the t-shirt I designed the other day: http://ow.ly/DTDX
5879017514,2,anthony has the flu. :( im a bit worried....
5878991313,3,"My arm is back to normal after getting the flu shot. For a lil bit, I thought I was going resident evil."
5878195711,2,Parents should not fear intranasal flu vaccine. http://ow.ly/Dqt4
5877144408,3,i thought i was getting over this flu crap but i guess i was wrong now i feel worser than yesterday.....oh and i have to go to work this day
5876111301,2,Discovered the Newton Library today while getting flu shots for Sofie ... now back to the deck!
5876040709,3,Sat next to Napolean Dynamite in line to get flu shot. Gosh! A little boy's only concern is if McDonald's will be open when we're done.
4136789004,3,"Okay, the movie I was at, so many people were coughing. I'm afraid I'm going to catch a flu, then I can't go to the frightdome in 2 weeks :("
4136789004,3,"Okay, the movie I was at, so many people were coughing. I'm afraid I'm going to catch a flu, then I can't go to the frightdome in 2 weeks :("
4136789004,1,"Okay, the movie I was at, so many people were coughing. I'm afraid I'm going to catch a flu, then I can't go to the frightdome in 2 weeks :("
4136789004,1,"Okay, the movie I was at, so many people were coughing. I'm afraid I'm going to catch a flu, then I can't go to the frightdome in 2 weeks :("
5870927213,3,"Score! Getting the swine flu shot tmrw for me, tommy and jack.."
5209862211,2,@KaraLeigh09 You thinking swine? Or the regular flu? Just spend a day with me at work..im surrounded with sickness.
5209815108,3,Thinks he might be getting teh flu =.=
5209732306,3,got my flu shot. tomorrow getting the h1n1 shot!
5209565814,3,@IAmAvalanche What up bro?  I just got diagnosed with the stomach flu so it's a wrap on getting up today.  I should be cool by the weekend.
5209378408,3,"getting Roger's ""flu"""
5208690813,3,@TheIncendiary Dude I'm getting sick too. It blows. And my friend who has the swine is only 12...that just ain't fair. Kids shouldnt get flu
5870243013,3,"@miraclelaurie Lucky on the clothing, I don't believe it's so lucky on the lunch. More Bird Flu-y."
5870107406,2,@natasharadmehr  Getting in early to wish you happy birthday for tomorrow and hope the burd flu is getting better! x
5868534109,3,"@innermusic  hi hun, I missed you too, I spent 4 days of hell, with a horrible flu ""/ but now I'm getting better :)"
5868177200,3,"RT @latinadivina @Tomtinbender I'm getting the flu. 
It's bad, I'm going to Austin for the concert.that means stay home.lol!"
5866492907,3,is going to take a nap before resuming UDS. Does anyone have any tips for getting over the flu? I already have lots of dayquil in me.
5865460102,2,Word from Chas Dorman is Lucic is headed south on a plane after getting over the flu (reason he was held back). http://bit.ly/2IQGkN
5206905108,2,everyone in theatre is getting swine flu :/ doctor's for my smart pills soon
5205706701,2,everyone's getting sick...the flu/seasonal cold is going around the office... R you getting the #vaccine  for the #flu or #h1n1?
5205575206,3,"is getting sprung today :) flu neg, but has to start antibx. feeling better & can't wait to get home. thank you Lord!"
5205453612,3,in bed bad flu.. my insane schedule has finally caught up with me. getting tons of website/ computer work done
5205112313,3,Steping outside house to go for a lil drive with dad. One small drive for me. One giant drive for getting over the flu.
5204275808,2,My daughter has developed the flu so I'm home with her.  I'm thinking of putting on 'Star Wars' so I can make a joke about R2D2H1N1.
5859326813,3,"Three weeks, still coughing but getting better. Nasty flu coupled with Bronchitis."
5857438904,3,"Got Swine Flu! Feel dreadful. Getting prepared to get back into writing my books, and starting a new ruplican petition. I want a democracy!"
5203000803,2,No one is in the office because they're all getting flu shots. I'm going to Mexico on Friday and am the only one not getting one. Huh
5850582214,2,7 Darn Good Reasons You Need Not Fear the Swine Flu: http://sn.im/tartp (via @ChrisCade)
5849236502,3,Must be getting over the flu. Just got an erection for the first time in several days. Zombie penis lives!!!
5846715906,3,I think I'm finally getting over this damn flu. ME TOO liv. Me too! #svu #svulive
5845998712,2,@Trina_in_RI I will be ur friend as long as u keep the bird flu to urself!!!!!!
5845237909,3,"@TraceyMmm I think I'll be okay, I'm just getting over this flu bug & it's trying to kill me.  But, I'm winning!"
5844685800,3,Sitting with the Twitter bird thinking about swine flu.
5201362610,3,"trying to hunt down local flu-shot clinic - wow, it's just not out there yet, is it? makes me nervous, cuz I've gotten flu in early-Nov b4."
5200836607,3,"Ouch...I'm sore all over, I fear it's the flu. On a brighter note, I now officially luuuurve toastie bags!"
5200537408,3,"I am getting worse and worse every minute I can't really even move :/ I could have swine flu :o I have all the symptms, but I'm fighting it"
3843561013,3,@chriss_yst I've been so worried about her. Don't think Holly should get Tamiflu as she's been so ill in past.Think I probably had Swine flu
3843561013,3,@chriss_yst I've been so worried about her. Don't think Holly should get Tamiflu as she's been so ill in past.Think I probably had Swine flu
3843561013,2,@chriss_yst I've been so worried about her. Don't think Holly should get Tamiflu as she's been so ill in past.Think I probably had Swine flu
3843561013,2,@chriss_yst I've been so worried about her. Don't think Holly should get Tamiflu as she's been so ill in past.Think I probably had Swine flu
5839211205,3,Getting the stomach flu is a great way to catch up on your vomiting. Thank you to my good friends who bring me my prescription ginger ale.
5198251309,3,Got sick with the swine flu over the weekend.....it was so much fun.....just getting better
5838043712,3,im getting my hair done :] i have swine flu ):
5837790609,2,"@peachy4PM I'm not sure you do, because that's bound to be bird flu. It's all madness. Wish her well from me. R"
5197024500,3,I'm worried about the H1Nword flu.
5836176911,3,feels like i'm getting the flu.
5836076806,3,"I can't believe it, but I think I'm getting sick again. I've had more colds / flu bouts this year than I can ever remember having!"
5835732112,2,@jencaseysmith Shut up! Seriously? Hope you're not getting swine flu! Maybe we should go to the hospital then!
5834222709,3,RT @undagroundmilli @KenyaBell Hi Kenya.  I just got over a little flu bug.  Hope you're not getting sick.
4649338814,3,im getting a flu shot tomorrow at work.. its like planning ahead of time to be sick. tminus mmmm 3 days
5193057506,2,Flu season is getting closer.  Flu shots will be given.  Sore arms go along with the prevention of the flu.
5192907200,2,@Viviana_ No prob. Being sick is awful. Hopefully you are not having an allergic reaction from that flu shot. Are you getting the H1N1 too?
5192715610,3,Getting sick :( I hope im not getting the flu.
4351297602,3,Think I wld get extra credit in my Health policy class for getting arrested trying to get the flu shot?
4351297602,3,Think I wld get extra credit in my Health policy class for getting arrested trying to get the flu shot?
4351297602,0,Think I wld get extra credit in my Health policy class for getting arrested trying to get the flu shot?
4351297602,0,Think I wld get extra credit in my Health policy class for getting arrested trying to get the flu shot?
5830834008,3,"Dear flu: Thx for getting me *almost* to my target weight! Now, I'm sure to be harassed by my mom at Thanksgiving about not eating enough."
5829283505,2,"Mom had the Swine Flu recently. She's getting over that, but her COPD is giving her a rough time. Hopefully she can be able to walk & breath"
5192310514,2,"my daughter has the flu, and I think I'm getting it too. Oh no!"
5192265303,3,@daubu But I want it to be swine flu!! That way I don't have to worry about it anymore! Haha thank you. :)
5192017210,3,feeling like death... had my swine flu shoots yesterday and now feel worse than ever! wtf! thinking bed sounds perfect right about now.
5191775303,3,"Hopefully it is a virus that will pass quickly! They've ruled out RSV, pneumonia & regular flu. Those are the 3 I was really worried about."
5191084204,3,Maybe getting the swine flu. Neighbor has it. Not scared.
4644165306,3,@y0summer uh oh. sickness sucks. it is flu season isn't it? ugh. Texas is great but I'm being lazy and getting fat. lol
5828520003,3,health progressively getting worse. hope i don't have the Mexican Flu!
4347695306,2,RT @PriceDoc Heart patients who catch the flu have more to worry about s http://ow.ly/qPXp &lt;- my 6 yr old sever pulm. valve regurg and RVH
4347695306,2,RT @PriceDoc Heart patients who catch the flu have more to worry about s http://ow.ly/qPXp &lt;- my 6 yr old sever pulm. valve regurg and RVH
4347695306,1,RT @PriceDoc Heart patients who catch the flu have more to worry about s http://ow.ly/qPXp &lt;- my 6 yr old sever pulm. valve regurg and RVH
4347695306,1,RT @PriceDoc Heart patients who catch the flu have more to worry about s http://ow.ly/qPXp &lt;- my 6 yr old sever pulm. valve regurg and RVH
5827369804,3,feels like he is getting the flu.   :(
4346136100,2,@Liejohns please stop saying stuff about the swine flu!!! It's getting old!!! I love you and hope your feeling well!
5825225002,2,"@SuperBadVixen U better take care of urself, go to the doctors...these flu and stuff is getting serious."
5824965912,3,"@Ann_run Hi Ann - thanks for asking! yep, stomach flu, getting a bit better today though. Commuting has been a pain in the *** this week:)"
5822355001,3,It took three weeks but I still could not recover from the shwine flu. We - all the family is ill!!! Damn this is getting boring...
5822310400,3,@shadysamir I have a cold too (or maybe flu) uh oh I am worried about my self! :s
4639774310,2,"So many people are getting the swine flu, a 14 year old girl in my county just dade from it. =("
5820330308,2,@PattiC14 have you heard anything about her husband Ray? He also had swine flu before she caught it. I'm worried :(
3724185108,3,everyone is fighting and screaming and to top it off im sick! im scared that it might b swine flu!
5818756209,3,dammit i hate getting the flu... i wonder if i should get drunk and burn the germs with alcohol... someone needs to prove the theory...
5186968402,2,"@LiLRhody OMG, so sorry to hear that. Was it swine flu? MY oldest is 12, every sniffle she has makes me nervous!"
5186899213,2,MY YOUNGSTER CALLED EARLIER. @COLLEGE SICK W/A BAD COLD GETTING TESTESD. I PRAY ITS NOT THE SWINE FLU. SO I WON'T BE ON TWEETIN' TILL I KNO.
5817271000,3,"Had the Swine Flu! :O but better now. Loving Bad Romance Vid @ladygaga :) getting ready for NEW MOON, just like every other teenage girl. ha"
5185397405,3,"@hannajaneprice oh no! How you feeling? I'm just getting over a bout of the flu, not sure if it was the dreaded swine though!!!"
5184759810,2,"RT @mercola:AVOID GETTING FLU by NOT smoking. It dries out nasal passages & paralyzes cilia,the small hairs that helps.. http://bit.ly/L53Gx"
5184372901,2,215 kids adbsent from my school today 45 went home early and 14 teachers are out. this swine flu thing is really getting out of control!
5183977712,3,"Life is so flipping unfair.  I'm not even done getting over the swine flu, and I'm coming down with a cold!!! :("
5183844708,3,@Musicsnob7 there was no wait at BG when we went.. of course I paid for it by getting the flu *cough cough*
5812752001,3,getting over the flu:(
5811780706,3,"@iEmelem He has a respiratory thing, but no fever. So I'm thinking it's his asthma, not flu. Thanks for the good thoughts."
5809221008,3,@LabelMeBxtchy im scared i may b gettin symptoms of the flu :(
5807039210,3,"@readhead504 Thanks! Yeah, very excited. More excited right now that I'm getting well after the flu. I'm too on prednisone. Yuck."
5806488110,2,"@tenthmuse Oh, and you're probably getting flu bc the vaccine doesn't protect against ALL flu, just one strain (obvs. not the one you got!)"
5182763013,3,"i have the swine flu. have had it since thursday. you don't want it. it feels, as i imagine, like death. but i'm getting better now! :-)"
5743188911,3,"flu, flu, flu how do you do? Is it swine or is it bird and my dear head why do you hurt? Sage tea overdose. Cheerio"
5181480309,3,nose swabbing and getting blooddrawn...thank you flu season!
5738417303,3,"Getting over the flu again & lost more weight. So here's the plan, get the flu 2 more times & I'll be back to my ideal weight ☺"
5179906511,3,UNFORTUNATLY I DO HAVE SWINE FLU BUT IM GETTING BETTER XXX
4315036105,3,"Anyone who has flu like symptoms, I'm quarantine'n ya'lls asses! I'm a firm believer in not getting swine flu, or any flu for that fact!"
5179098105,3,I've been sick 4 a week. Now I'm getting better. I hope it's not a swine flu that the world is trying 2 find the way 2 stop its spread.
5178940214,3,"Got a hideous feeling I'm getting flu. Am self-medicating with dozens of virgin marys, but fear I'm going to need something stronger..."
5178451909,3,Girly girl is getting better...darn flu. http://sml.vg/YU0vQB
4585523300,3,Don't be so afraid of the flu this year.  I caught it in Europe.  Used my Germ Blaster and Germ Shield and everything was fine.
5177812113,3,"not feeling so hot, I hope I am not getting the flu"
5177687603,3,I feel a little under the weather today !! I hope I'm not getting the flu ?Or maybe because it's MONDAY !!
5176835414,3,I can feel my throat getting scratchy as we SPEAK! Is it flu time? Oh yes... I think it's flu time. O_O
5732352405,3,Thinks he's getting the flu :(
5730242414,3,at home getting over this crappy flu...
5729956806,2,Hoping those I'm praying for with the flu r getting better quick.Thankful for the improvement in Marty Clairmont.
5729914705,3,man i was gonna go to a party but no i had to get sick DAMN!!!!!!!! and i'm scared i might get the swine flu
5728815605,3,I think im getting the flu =(((
5725722505,3,I'm terrified of swine flu. I'm giving elbow fives. Any thoughts?
5725346212,3,is getting over some kind of flu-type thing...
4312408511,2,I'm sick :/ and there's swine flu @ School! I'm scared!
4312408511,2,I'm sick :/ and there's swine flu @ School! I'm scared!
4312408511,3,I'm sick :/ and there's swine flu @ School! I'm scared!
4312408511,3,I'm sick :/ and there's swine flu @ School! I'm scared!
5175698310,3,Hiding from code enforcement. Nap and getting checked out for the pig flu http://myloc.me/1ctf5
5175597208,3,"If anyone is still following me, i an getting a bit better now. Been knocked out with a good dose of the flu."
5175269302,2,@Janus_DC Pooh on flu! I'm glad he's getting better. Maybe now you and @gatr_girl need to get together at a concert? Heh.
5174711313,2,@woobydooby  I feel bad for he but i agree w/ you. There just seems to be more to the story. I hope ppl aren't afraid to get flu shot now
5723077010,3,watching modern family on hulu.... this show is growing on me...  getting over swine flu or whatever type of flu i have
5722748906,3,Calling for medical advice. Verdict already in though: Tonsillitis (& getting flu treatment just in case).  http://twitpic.com/pk2q0
5720871406,3,"lately i've been thinking about lying in the hospital with swine flu, seriously ill. the idea's fascinating. i don't want to die but yeah."
5719706012,3,"@Kainz_UK Good thinking, are you still ill, not pig flu was it?"
5173776614,3,is almost flu free today.   Feeling much better and am looking forward to getting back to work.  Never slept so much in 3 days.
5173587614,3,My colds and flu are getting worst.. going to seek medical attention right now.
5173240310,3,@seriouslysteve i think im getting the flu :/
5173188810,3,"In bed with flu today, meditating on God's attributes in Mary's song-Luke 1:46-55. Thought: Replace worry with Worship-creator of universe!"
5717655907,3,"It occurs to me that getting a super bad flu bug was some sort of cosmic joke on me for being ""Swine Flu"" on Halloween."
5716461906,2,Swine Flu Fear Syndrome: This post is more or less in direct opposition to Bakhrom&#8217;s post on Swine Flu.  .. http://bit.ly/LD9HX
5715817604,3,Haha! I'd be nervous. RT @bestieverdid: @KOttavio Isn't he afraid of catching the flu from all those kids? Or is Santa magically immune?
5715378311,2,@pinkladyuk they sacked him... Oh no that's just wishful thinking. He's got a touch of flu and doc says no work. Talk about a brucie bonus!
5714524207,2,Johnny Bench refused to shake any hands at the MAB show because he said he was worried about swine flu.
5714475911,3,"@AlexAllTimeLow late, but i'm just getting over that flu thing. i hope you feel better!"
5713457711,3,"Feeling icky, up all night with stomach pains. Hope I'm not getting the flu."
5713314803,3,I am getting a cold.. hope that it is not that dreaded flu... no time in my  life for that.. will take nasal salt treatments  and vit C
5712627512,2,@MartinJohnson ack did you end up getting the flu?
5170777305,3,Flu is getting worse. Drinking hot lohankuo and eating mommy's macaroni soup. ):
5170651101,3,"got the flu bad, sorry if I'm long getting back to you. Not feeling too good at all....."
5170372713,3,Got the flu after getting the flu shot. Wassup with that?
5711418702,3,@ENinaRothe Yup followed quickly by bronchitis. Still getting over the cough.  Thanks sweetie! It's the flu 2 get this season though. *hugs*
5168732301,3,People are getting flu. And so am I. I'm feeling it right now.. Hope I can survive the flu while keep working *if I really got hit by d flu*
5709778914,3,At a clinical laboratory getting ready for the flu test and blood work...with my developmental psychology book studying for Monday's test.
5167279413,2,worried like n e parent should b. poor conman has the flu. we r watching him round the clock and keeping the medz a ... http://lnk.ms/4BCwq
5709428206,3,Big wedding today and DC tomorrow for 2 days on business...and I feel like I may be getting the stomach flu. Oh no! Any remedies?
5709208205,2,Thinking my day job & home are the same. Waking 1 kid every 2 hrs 2 chk concussion & managing swine flu in other. Catching up on Ellen Show!
5166196013,2,@imjust_sayin sympthoms of the flu!!! this shyt is for the birds *cues bird call*
5707705011,3,I'm getting sick of feeling like this now....I'm gonna go out & sneeze and cough all over the 1st person I see...need 2 get rid of this flu!
5706666709,3,Seems Gabor is getting well-prepared for Podcrawl next weekend. RT @gaborelectric: Swine flu jab this morning.
5704574209,2,"@matthewlock thanks!  hopefully it should be okay - the main concern people have is swine flu, but am hoping it will be fine."
5162270002,3,Mum said it may be swine flu -- I'm getting symptoms in the right order. We'll know by morning.
5162257807,2,"Made  mistake of thinking about how I was impressed that Alexis hadn't yet gotten sick, despite the flu outbreak at daycare. Thinking=fever."
5161232501,2,Afraid teacup human has the piggy flu.
5160758403,2,thanks all for concern. her mom has her at children's mercy. Temp 102.6 w/motrin. Never got over flu 2 weeks ago. More when I hear more
5158250000,3,@DariusAmore I'm good. Just getting over a mild case of the flu. How are u?
5155917602,3,Getting a sore throat. Hope im not getting sick or worse swine flu.
5155447600,2,"@AF3LMike You feeling better, Mike? I feel for anybody getting flu-like symptoms..."
5155437003,3,Damn I'm tired....being lazy just drains me that and getting over pig flu. Hee http://myloc.me/1bIfL
5695750111,3,Still getting over the flu!!!
5152020410,3,Gah getting a chest cold or swine flu
5694995804,3,Not feeling well at all I think Im getting the flu. I hope its not the swine flu. Alot of people are getting!
5151835000,3,"had severe flu this past week, finally getting over it now thank goodness!!"
5151390600,3,I am getting over swine flu now. I have had this since Wednesday night. Had 6 tamiflu tablets and I have 4 left. It is getting better now...
5150635114,3,Not getting the H1N1 vaccine can help pass the flu on to people like this: http://is.gd/4B4eG #fb
5692723907,2,"RT @arseylayer: mad cow, bird flu, swine flu...it's bloody FARMAGEDDON"
5691148112,2,"So...my youngest niece has Swine Flu! I'm getting all the gory details. Yes, she's fine. Staying at home and taking it easy."
5150292010,2,"@Mernahuana Ohh, still no idea what it is lol. But if it's comparable to swine flu, it's definitely not what I'm getting over!!"
5149157411,2,Hubby might have swine flu. Soo scared!!
5690768500,2,"I really don't like getting ""Focus on the Flu"" emails from my work, when all I want is my flu shot. They dropped the ball on this one!"
4372147007,2,@neoyiling we had sex on the beach in full view of others :P what's the software called? anyway how's your flu? getting better?
5690730307,3,Hello! Contrary to worry  I have not passed away with swine flu. Still grim but not as grim. Thanks for the #ff's. Hear new Curb is great.
5148127804,3,getting over the flu.
5688712807,3,SO THE TOPIC OF THE DAY WILL BE WHAT DO U GUYS THINK ABOUT THE SWINE FLU SHOT?? AND WILL U BE GETTING URS AND WHY OR WHY NOT?? HIT ME UP
5688228910,3,"RT @naominiles: RT @amyhoy: who would be afraid of it, if it were called ""the bacon flu""? mmm, bacon."
5687481913,3,"day 3 of the swine flu wars: fever has broken, but feeling tired and still coughing. worried about onset of pnumonia"
5685374508,2,"RT @mediaeye:1 in 4 people will die from cancer, but 1 in 8,000,000 will die from swine flu. I think I will worry about cancer than a flu!"
5143703509,2,Obama declaring the 2009 H1N1 swine flu a national emergency has got me a bit worried...
5683024801,3,think im getting the flu.. ahhh i throw up a litttle.. hopefully it was just something i ate..
5681602204,3,Getting my h1n1 shot. Cant find seasonal flu shot anywhere! Unbelievable!
5678786302,3,"multi tasking like always--- having a better day, finally getting over the flu."
4367051114,3,"Good morning!  Not a good friday, seems like my flu is getting worst.    It's a good thing I can still socialize without infecting anyone:)"
5676435904,3,And I'm so wet because of the rain! And my flu is getting worse! Huaaa http://myloc.me/1tMQi
5141018400,2,@vickytcobra thera flu helping at all girl? Get well soon...everyone is getting sick
5673521801,3,"""You and your body are getting along better than usual...."" -- my horoscope. I do not consider swine flu and kidney stones getting along."
5671951314,3,Is still getting over the flu. :(
5671359310,3,"RT @secrettweet: Been sick for a month with flu, now it's in my lungs and I'm scared. Unemployed and no health insurance. http://j.mp/BjFXl"
5669644302,3,@sj39 Hey there...just getting over the flu. I haven't been out to church and I MISS IT. I pray you have a full recovery.
5138536410,2,lots of flu clinics got swarmed today here in southbay. i dont procrastinate abt getting mine so i got it earlier this month
4563375707,3,RT @joespake: You know you are getting older when you can't tell if the aches are from arthritis or flu-like symptoms. [sad state]
5669051413,2,@LittleDunkin we just hope she not getting da flu... PS: buddy bentley wants to know if ur mad at him
5668954202,3,"Ugh, sudden flu-like attack immobilized me today. Missed much fun goddammit. Wrote a bit at least, and getting back to lettering. Grrrr."
5668432808,3,Sitting in bed getting over with the flu for now.So hungry haven't eaten anything all morning nothing but fluid!
5136820110,3,How many people are getting the flu while waiting in the rain for the shot?
5136725008,3,"Been in half-miserable ""coming down with something"" mode so long I'm now fantasizing about getting the damn flu and getting it over with."
4562237508,3,Even after getting a flu shot ... how can i get flu ... ... arggghh! I spell like vicks and tiger balm right now ...Yuck!
5664427814,2,RT @eireannah1: Please pray for my family! Jacob's nephew has the swine flu and is only 4 months old. I am so scared!!!! #impraying
5134822602,3,"@shanegibson I've had the swine flu, but am recovering slowly. Speaking a TON. Next step; getting paid for it!"
5662235511,3,I'm getting my swine flu shot. No swine for me
5661333511,3,"""OMG! am i lactating at 6 months?!"" Just getting over the flu and lying in bed when i notice my nipple is moist. I...http://bit.ly/q2TFm"
5133857211,3,Got our flu shots today. My hubby is terrified of needles and was surprised how easy it went. Kids turn is on Tuesday.
5133707308,3,"There's a lot of meme's...Also, I feel really cliche for getting the swine flu."
5133390607,3,"@Radioblogger HA,  Ive been out all week with the AzPiggy flu. LOL  and the game is rain delayed.  getting cought up in Office. lol #hhrs"
5132432214,3,"so, I'm kinda nervous that I might have swine flu. my throat feels like it's bruised."
5132166305,3,RT @photo_b: http://twitpic.com/msgow - yeeaaaa =]&lt;~~~ bird flu !!
5131971906,3,Waiting in the 1st Covenant Church parking lot for mumma. She's getting her flu shot inside to protect baby.
5661326005,3,I dont feel well. think I have bird flu. I'm retro like that.
5661142410,2,RT @JaylaStarr: wow t-boz had the swine flu!!!! wtf??-- man I'm scared I have been washin the shut outta my hands!!! Fuck that!!
5660692212,2,@julianne_hope Urgent Care? Hope everything is ok and you're getting better from that flu.
