,Tweet Id,Text,Username
124,811685275818659842,Are you a Push-Over? New study shows naivete about sarcasm may herald early Alzheimer's - Alzheimers Support  https://t.co/yzg3YOmtPA,SandyAlz
125,902690420513263616,#GreatEatsMe #SpeedeNews Alzheimer’s Breakthrough: This Essential Oil Drastically Reduces Agitation in 60% of P... https://t.co/Qjf4jmZxat,GreatEatsMe
126,905480949772648448,"""Number of Americans living with Alzheimer's is growing fast""
 #WorldAlzMonth #WorldAlzheimersMonth #WAM2017 @alzheimerssoc #AI https://t.co/0w1H11iKhY",Inveni_AI
127,813243002948820996,Is medical marijuana right for asthmatic Alzheimer’s patient?  https://t.co/ceg1JuWalX,Iggy
128,811674865526837248,"Brain-training apps might one day help the millions of Americans living with Alzheimer's @CNET @iansherr

https://t.co/InLDwZ2lfF",WirelessFdn
129,811675657197359104,https://t.co/j63MD2MZVU It's day two of the 12 Days of Charitable Giving 2016. Today's charity is Alzheimer's Fund Cure (also known as… https://t.co/1HQjrwg9ji,OsoTaxService
130,905468397194018816,11 yr old from SF donates film festival winnings to the Alzheimer's Association in honor of her grandmother. https://t.co/7lQ53FMoIt https://t.co/TWf8BegYda,AlzNorCalNorNev
131,811724877333831680,My sister did her @WORTRADIO show today re: Alzheimer's Disease. We talked about our mom's… https://t.co/NDFSCIgsbi,alexgeejr
132,811754715339853824,Join #AskAlzGLA now as we talk candidly about the struggles and joys of caregiving. #Alzheimer #dementia,AlzheimersLA
133,905469261946257408,Sept is World Alzheimer's Month - check out these resources from @alzassociation: https://t.co/YyA3ZKrK7a #worldalzmonth #alzheimers,ucfcomhsl
134,811722376136171520,"""Stunning"" #Alzheimer breakthroughs never translate easily to usable tests &amp; cures. https://t.co/TOAGlB68Av",AllenFrancesMD
135,811734859748085760,"Study confirms ""sniff test "" may be useful in diagnosing early Alzheimer's disease Call 0808 808 2235 if you want... https://t.co/LIArJSBIky",Walesdementia
136,905530969448468480,5 Expert-Approved Lifestyle Habits to Adopt That Protect You from Alzheimer’s Disease https://t.co/XXBsDui2rI https://t.co/pfbV35qhzP,puredailynews
137,902661990090452992,Best Gifts for those with Alzheimer's Dementia -   https://t.co/qQIjxNlSjy,SandyAlz
138,813178098049024001,"My gma has Alzheimer's too 😔
She's like this with mangos lol https://t.co/0kE2PDJRID",RandomElbows
139,811708602486493184,Antipsychotic use in Alzheimer's disease increases mortality risk #Geriatrics https://t.co/9wFVeuVpYS,indusgeri
140,902666021831548930,"""Is there a Trump University campus in Texas?"" ""No, sir..that went away when you lost the lawsuit.."" ""I have Alzheimer's, you know..""",Uosdwis
141,811670515228299272,'Sniff test' may be useful in diagnosing early Alzheimer's disease - What Doctors Know https://t.co/iuKvyWrJs7,AMAinsight
142,811730248391938048,"@EmmaKennedy Is it possible trump has  Alzheimer's? He contradicts himself at every turn, forgets things he's said, can't sleep. He's 70.",Spigley
143,811661175989604356,"@bernasher Ahah! I searched my tweets, couldn't find it!!! Alzheimer's is a dreadful thing! I SAID ALZHEIMERS IS A DREADFUL THING!",RocheyDub
144,811760297069412352,"Newberry County searching for missing Alzheimer's patient from Little Mountain

Newberry County Deputies are... https://t.co/ZI7wdTc8Vp",ChapinNewsSC
145,902684104285663232,Can Alzheimer’s Be Reversed? https://t.co/8TaoMtAcbE,Acinterlab
146,902649546513063936,Robots using AI helping in detection of Alzheimer's and depression . #AI #needmoreofthis #AIinhealthcare https://t.co/lciy1QD41i,sonneys
147,905478073545621504,You are Alzheimer's mascot you master of socialism https://t.co/LnWiiK6hTT,realUncleNature
148,905498775225061378,"2016 Alzheimer's Facts and Figures https://t.co/VfuYj10zGs #alz,#caregiver",DrIreneRodway
149,811740791982931968,Alzheimer's Laboratory - 60 Minutes - CBS News https://t.co/2cTmY1nF49,dlhampton
150,813185987429928962,"""There is this feeling in neurological community that Alzheimer is divorced from everything going on in the rest of your body""
- D Bredesen",MauTrambaioli
151,811741870485336064,Understanding the causes of and treatments for #Alzheimer’s disease. What we know @neuraustralia https://t.co/BR5yS3ixnS https://t.co/VEOHlpdhf9,neuraustralia
152,905532210308141056,Every 66 sec. someone develops Alzheimer's. DuPage Memory Café is for those with memory loss &amp; caregivers. Sept. 14 create a fall craft 🍁👩‍🎨 https://t.co/H3hMpbh12z,lisleparks
153,813227499442278405,Dramatic results of a hopeful #Alzheimer's breakthrough one amongst: 'Top 10 science stories' https://t.co/bySolZtSyS https://t.co/3GZNRsJlR5,emswam
154,813181289687814144,"Understanding Dementia Jan 31, 2017, 7–9 p.m Learn about Alzheimer’s disease and related dementias and more https://t.co/6NiDNMG8e2 https://t.co/FtnW0iCmey",AlzheimerSK
155,813207430444285952,My grandpa is suffering from Alzheimer's but he really liked seeing Kipper.,cowboy_coven
156,811666264728813569,Using herpes drugs to slow down Alzheimer's @CCP_AlzSoc @AlzCleveland @AlzheimersSTEP https://t.co/6iIQakHMis,DisabilityRepor
157,813211377242406915,"Alzheimer's-Reversing Oil That is Beating Prescription Drugs (be sure to read Mr. Newport's Alzheimer's Recovery)
https://t.co/347RZwhTH8 https://t.co/NI3aLnI4Lr",Paleo202
158,902687562044547072,I'll be walking w/ Bill in the Walk to End Alzheimer's. Help him out w/ a donation if you can for a cause that's very important to him https://t.co/YkRMBXv0nU,Stephen_Gross23
159,811714601570205696,#Dementia warning: Toxic food truths exposed at the Alzheimer https://t.co/FbRnbGD6n5 #alzheimers #fitness #weightloss #health #healthcare,web_health
160,902670490724118528,"Dementia and Alzheimer’s Caregivers — Three Steps to Maintaining Good Health https://t.co/JbktWFkdZN #alz,#caregiver",DrIreneRodway
161,811706951918878720,@literateartist @JoyceCarolOates My impression of his doctor is that he could have Alzheimer's - the way his wife spoke for him in interview,TwoRosesToronto
162,813173517655175169,Marijuana Compound Removes Toxic Alzheimer's Protein From the Brain https://t.co/7gjqEbucTC,RavenCat13
163,811769063097724928,"Newly discovered disease could hold key to Alzheimer's, Parkinson's – and even ageing https://t.co/S66DobGyoA",PositivityIsFun
164,905457757129768960,Our team is excited to reach it's donation goal for the 2017 Walk to End Alzheimer's!  To donate or join us:  https://t.co/olw2uiQ07E,HomeHelpersWC
165,902663456834424833,Gum disease raises risk of developing Alzheimer’s disease by 70% https://t.co/rCZw0RLBJK,PierDental
166,811716771992502272,So first thing Alzheimer's is a type of Dementia. They are not one in the same,lifeasshadae
167,811767844379783168,"Eli Lilly, Biogen, and Neurotrope Fight to Find Viable Treatment for Alzheimer’s Disease https://t.co/jZsip0A0YH",justacooldude
168,811718807068741632,More Bad News In Our Nation's Fight Against Alzheimer's Disease #alzheimer https://t.co/IqFY85f4F3,TheDenverGreene
169,902657139956744192,A great book if you know or have known anyone with Alzheimer's Corner of the Mind by Roger R. Sigmon https://t.co/ctJ5kZeiQh via @amazon,Rogersigmon
170,811702794797383680,Do what you love to fight Alzheimer’s on #TheLongestDay! Register thru 12/21 to receive a free window cling: https://t.co/ddDWsoNBTV #ENDALZ https://t.co/rHHeIURbba,alzassociation
171,811681455285960704,The Startling Change This Test Made for My Mom With Alzheimer’s https://t.co/pxcFtW76pt #elder #law #estate #planning,ElderLawExpert
172,811678077486960640,Are we seeing symptoms of Alzheimer's or is he just that out of the loop? https://t.co/HZ6XbMGNm4,Brian_B_Baker
173,905471991934853120,'I'm 27 and preparing for early-onset Alzheimer's' https://t.co/59YLUhHAFM https://t.co/cmtoabVRbn,PharmacyFarmacy
174,905479545775587329,A virtual assistant to help people with #Alzheimer’s disease via @iAdvanceSnrCare https://t.co/xgrJ3roCgz,ctffox
175,811701748792434688,"Alzheimer, Parkinson Disease Likely Not Spread by Transfusion | JAMA | The JAMA Network Really elegant study design https://t.co/usR5EcLxu6",dho
176,905497706461888512,"Iowa vs. ISU “Jar Wars” has begun @ @pville_elem.  We are collecting $ for Alzheimer’s Awareness this week, last year over $1300 raised. https://t.co/5WSFOXXgzu",PvilleCSD
177,813196947716788225,my grandma has Alzheimer's &amp; my cousins got her a memory game with our pictures on it so she won't forget ❤️ merry christmas https://t.co/zr8hw22cCC,scherpy10
178,811673853160263680,"""Why @Emmerdale's special dementia episode was groundbreaking"" - the Alzheimer's Society (@alzheimerssoc) explains https://t.co/uDebaJWU95 https://t.co/tKpq4AbDhG",HuffPostUKEnt
179,905491290384683008,TOXIC Deodorant Giving You A Dose of Aluminum Potentially Leading to Alzheimer's https://t.co/VXtjyY2W20,Nicky_Sutton_
180,902649112520261632,Important info for people with loved ones in the Houston area dealing with Alzheimer's or dementia. https://t.co/W48kt5ucwK,amymoritz
181,811694302506192900,Why #Eye Exams Are the Future of #Alzheimer’s Screening https://t.co/wAMCOWoAAC https://t.co/2xEVRFJZW8,digitaleyecent
182,902673860981661700,Exciting advancement on Alzheimer's Disease Diagnosis https://t.co/6bIvfKiaJ1,MarcoCampioneGE
183,905532310417788928,Scientists launch virtual reality game to detect Alzheimer's https://t.co/djpYEZGPv1,justanurse05
184,813221780437352448,"@libbybrittain She’s definitely not wrong! My dad had Alzheimer’s btw, so I feel for you. What you’re doing now is exactly the thing to do.",poswald
185,813210398392520704,Using Music to Enhance the Quality of Life of People with Alzheimer's  https://t.co/TqlsUXKFrn https://t.co/juQSRNjah1,PaulRadow
186,905522184252215296,Compare Normal Memory loss to Signs and Symptoms of Alzheimer's dementia -  https://t.co/tX4zub4I8K,SandyAlz
187,902673571838779392,Sky accused after letting 72yo Alzheimer's sufferer pay £110 a… https://t.co/uV5bBPqSLl https://t.co/PvYEP4NoYR https://t.co/PvYEP4NoYR,anniemsullivan
188,902688113855569921,"Glen Campbell’s Final Song, Written Before Alzheimer’s Claimed Him, Is Performed By His Son https://t.co/tSTPF9zr87",Sweetnote
189,811724693191479296,Pittsburgh-Based Company On Verge Of Breakthrough Drug For Alzheimer’s Disease #Pittsburgh https://t.co/z83O77Dbec,PittsburghNews_
190,902652327257141249,And did you give them a shout out for helping to rescue family and elderly lady with Alzheimer's? Probably not. https://t.co/yRdOMzOUSN,rockymtnvista
191,811733301694173184,Is there any hope for finding ways to prevent or treat Alzheimer's? https://t.co/sOvElsUCkL,OMRF
192,811659298006855680,"PennMedNews: It looks like we could use a ""sniff test"" to diagnose Alzheimer's earlier: https://t.co/96FR2h2JZ7 HuffingtonPost PennMedicine",IvyScience
193,811768640911470592,One particular veteran had Alzheimer's. He was frightened &amp; ignored. He &amp; I became friends. Long story. I often think of him @stuntbrain,NancyLClay
